artwork_id,artwork_title,artwork_author,artwork_locale,artwork_link,artwork_price,artwork_description
32c80b6bd4064b88a03e3e4c0da5396d,Pike III,Robert A. Birmelin,20th Century,https://www.artsy.net/artwork/robert-a-birmelin-pike-iii,US$450,"A fine etching of a Pike Fish. Perfect for the angler or sport fisherman
Born in Newark, New Jersey, Robert Birmelin became a professor of fine arts at Queens College in New York, and is known for paintings that magnify through texture the realism of nature.
He earned his BA in 1956 and his MFA in 1960 from Yale School of Art and Architecture and also studied at Cooper Union and the Skowhegan School of Painting and Sculpture. In 1960, he earned a Fulbright Scholarship, which took him to the Slade School of Art in London.
His work has been acquired by 40 public collections including New York’s Metropolitan Museum of Art and The Museum of Modern Art and Washington’s Hirshorn Museum. Among the various art magazines and journals where articles on Mr. Birmelin’s work have appeared are Art In America, American Artists, and Art Forum. Additionally, he has received numerous grants and awards from such organisations as The American Academy in Rome, The National Endowment for the Arts, The American Institute of Arts and Letters, and the Joan Mitchell Foundation.
From the 1970s to the mid-1990s, Mr. Birmelin found his principal inspiration in the streets of New York where he was fascinated by the energy and diversity of city life. His large paintings evoke movement, using focus and depth manipulations to suggest a close spatial and psychological relationship between the viewer and the world Birmelin has depicted. Hands often play an important role in these works, as exemplified by “The Twenty Dollars Bill.”
From 1993 to 2000, he became absorbed by memory, its unreliability and contradictions. These paintings are of states of mind, structured as a series of “reversible compositions,” which initially present a credible depiction of a place, and then after a moment, reveal insoluble contradictions created by contrasting opposing images of equal visual weight.
A new series of images of the life of the urban crowd was begun in 2001 and continues to the present. Many of these paintings have a sweeping sense of the choreography of masses of people in motion and reflect the tensions of contemporary urban reality.
Selected Grants and Scholarships
1960-61 U.S. Government Grant (Fulbright) for study in the United Kingdom
1961-64 The American Academy in Rome
1955 National Institute of Arts and Letters
1973 Louis Comfort Tiffany Foundation
1976, 1982, 1990 National Endowment for the Arts
2005 The Joan Mitchell Foundation
1980, 1988, 1998, 2006 The New Jersey State Council on the Arts
Selected Public Collections
Boston Museum of Fine Art, Boston, MA
Brooklyn Museum, Brooklyn, NY
Hirschorn Museum, Washington, DC
Hood Art Museum, Dartmouth College, Hanover, NH
Library of Congress, Washington, DC
The Metropolitan Museum, New York, NY
The Museum of the City of New York
The Museum of Contemporary Art, Nagoaka, Japan
The Museum of Modern Art, New York, NY
National Academy of Design, New York, NY
New York Historical Society, New York, NY
New York Public Library, New York, NY
San Francisco Museum of Modern Art, San Francisco, CA
Smithsonian American Art Museum, Washington, DC
Whitney Museum of American Art, New York, NY
Condition: Good
Read less"
15987bd7f5014c1986dfff3927768bb7,Dogs Running By Table,Robert A. Birmelin,20th Century,https://www.artsy.net/artwork/robert-a-birmelin-dogs-running-by-table,US$650,"Born in Newark, New Jersey, Robert Birmelin became a professor of fine arts at Queens College in New York, and is known for paintings that magnify through texture the realism of nature.
He earned his BA in 1956 and his MFA in 1960 from Yale School of Art and Architecture and also studied at Cooper Union and the Skowhegan School of Painting and Sculpture. In 1960, he earned a Fulbright Scholarship, which took him to the Slade School of Art in London.
His work has been acquired by 40 public collections including New York’s Metropolitan Museum of Art and The Museum of Modern Art and Washington’s Hirshorn Museum. Among the various art magazines and journals where articles on Mr. Birmelin’s work have appeared are Art In America, American Artists, and Art Forum. Additionally, he has received numerous grants and awards from such organisations as The American Academy in Rome, The National Endowment for the Arts, The American Institute of Arts and Letters, and the Joan Mitchell Foundation.
From the 1970s to the mid-1990s, Mr. Birmelin found his principal inspiration in the streets of New York where he was fascinated by the energy and diversity of city life. His large paintings evoke movement, using focus and depth manipulations to suggest a close spatial and psychological relationship between the viewer and the world Birmelin has depicted. Hands often play an important role in these works, as exemplified by “The Twenty Dollars Bill.”
From 1993 to 2000, he became absorbed by memory, its unreliability and contradictions. These paintings are of states of mind, structured as a series of “reversible compositions,” which initially present a credible depiction of a place, and then after a moment, reveal insoluble contradictions created by contrasting opposing images of equal visual weight.
A new series of images of the life of the urban crowd was begun in 2001 and continues to the present. Many of these paintings have a sweeping sense of the choreography of masses of people in motion and reflect the tensions of contemporary urban reality.
Selected Grants and Scholarships
1960-61 U.S. Government Grant (Fulbright) for study in the United Kingdom
1961-64 The American Academy in Rome
1955 National Institute of Arts and Letters
1973 Louis Comfort Tiffany Foundation
1976, 1982, 1990 National Endowment for the Arts
2005 The Joan Mitchell Foundation
1980, 1988, 1998, 2006 The New Jersey State Council on the Arts
Selected Public Collections
Boston Museum of Fine Art, Boston, MA
Brooklyn Museum, Brooklyn, NY
Hirschorn Museum, Washington, DC
Hood Art Museum, Dartmouth College, Hanover, NH
Library of Congress, Washington, DC
The Metropolitan Museum, New York, NY
The Museum of the City of New York
The Museum of Contemporary Art, Nagoaka, Japan
The Museum of Modern Art, New York, NY
National Academy of Design, New York, NY
New York Historical Society, New York, NY
New York Public Library, New York, NY
San Francisco Museum of Modern Art, San Francisco, CA
Smithsonian American Art Museum, Washington, DC
Whitney Museum of American Art, New York, NY
Condition: Good
Read less"
572c706fc27c49469fce61962d60be38,Falling Figure II,Robert A. Birmelin,20th Century,https://www.artsy.net/artwork/robert-a-birmelin-falling-figure-ii,US$650,"Born in Newark, New Jersey, Robert Birmelin became a professor of fine arts at Queens College in New York, and is known for paintings that magnify through texture the realism of nature.
He earned his BA in 1956 and his MFA in 1960 from Yale School of Art and Architecture and also studied at Cooper Union and the Skowhegan School of Painting and Sculpture. In 1960, he earned a Fulbright Scholarship, which took him to the Slade School of Art in London.
His work has been acquired by 40 public collections including New York’s Metropolitan Museum of Art and The Museum of Modern Art and Washington’s Hirshorn Museum. Among the various art magazines and journals where articles on Mr. Birmelin’s work have appeared are Art In America, American Artists, and Art Forum. Additionally, he has received numerous grants and awards from such organizations as The American Academy in Rome, The National Endowment for the Arts, The American Institute of Arts and Letters, and the Joan Mitchell Foundation.
From the 1970s to the mid-1990s, Mr. Birmelin found his principal inspiration in the streets of New York where he was fascinated by the energy and diversity of city life. His large paintings evoke movement, using focus and depth manipulations to suggest a close spatial and psychological relationship between the viewer and the world Birmelin has depicted. Hands often play an important role in these works, as exemplified by “The Twenty Dollars Bill.”
From 1993 to 2000, he became absorbed by memory, its unreliability and contradictions. These paintings are of states of mind, structured as a series of “reversible compositions,” which initially present a credible depiction of a place, and then after a moment, reveal insoluble contradictions created by contrasting opposing images of equal visual weight.
A new series of images of the life of the urban crowd was begun in 2001 and continues to the present. Many of these paintings have a sweeping sense of the choreography of masses of people in motion and reflect the tensions of contemporary urban reality.
Selected Grants and Scholarships
1960-61 U.S. Government Grant (Fulbright) for study in the United Kingdom
1961-64 The American Academy in Rome
1955 National Institute of Arts and Letters
1973 Louis Comfort Tiffany Foundation
1976, 1982, 1990 National Endowment for the Arts
2005 The Joan Mitchell Foundation
1980, 1988, 1998, 2006 The New Jersey State Council on the Arts
Selected Public Collections
Boston Museum of Fine Art, Boston, MA
Brooklyn Museum, Brooklyn, NY
Hirschorn Museum, Washington, DC
Hood Art Museum, Dartmouth College, Hanover, NH
Library of Congress, Washington, DC
The Metropolitan Museum, New York, NY
The Museum of the City of New York
The Museum of Contemporary Art, Nagoaka, Japan
The Museum of Modern Art, New York, NY
National Academy of Design, New York, NY
New York Historical Society, New York, NY
New York Public Library, New York, NY
San Francisco Museum of Modern Art, San Francisco, CA
Smithsonian American Art Museum, Washington, DC
Whitney Museum of American Art, New York, NY
Condition: Good
Read less"
18c25ed47da64dd7aca2721c3119528b,The Burning Tower,Robert A. Birmelin,20th Century,https://www.artsy.net/artwork/robert-a-birmelin-the-burning-tower,US$600,"Born in Newark, New Jersey, Robert Birmelin became a professor of fine arts at Queens College in New York, and is known for paintings that magnify through texture the realism of nature.
He earned his BA in 1956 and his MFA in 1960 from Yale School of Art and Architecture and also studied at Cooper Union and the Skowhegan School of Painting and Sculpture. In 1960, he earned a Fulbright Scholarship, which took him to the Slade School of Art in London.
His work has been acquired by 40 public collections including New York’s Metropolitan Museum of Art and The Museum of Modern Art and Washington’s Hirshorn Museum. Among the various art magazines and journals where articles on Mr. Birmelin’s work have appeared are Art In America, American Artists, and Art Forum. Additionally, he has received numerous grants and awards from such organisations as The American Academy in Rome, The National Endowment for the Arts, The American Institute of Arts and Letters, and the Joan Mitchell Foundation.
From the 1970s to the mid-1990s, Mr. Birmelin found his principal inspiration in the streets of New York where he was fascinated by the energy and diversity of city life. His large paintings evoke movement, using focus and depth manipulations to suggest a close spatial and psychological relationship between the viewer and the world Birmelin has depicted. Hands often play an important role in these works, as exemplified by “The Twenty Dollars Bill.”
From 1993 to 2000, he became absorbed by memory, its unreliability and contradictions. These paintings are of states of mind, structured as a series of “reversible compositions,” which initially present a credible depiction of a place, and then after a moment, reveal insoluble contradictions created by contrasting opposing images of equal visual weight.
A new series of images of the life of the urban crowd was begun in 2001 and continues to the present. Many of these paintings have a sweeping sense of the choreography of masses of people in motion and reflect the tensions of contemporary urban reality.
Selected Grants and Scholarships
1960-61 U.S. Government Grant (Fulbright) for study in the United Kingdom
1961-64 The American Academy in Rome
1955 National Institute of Arts and Letters
1973 Louis Comfort Tiffany Foundation
1976, 1982, 1990 National Endowment for the Arts
2005 The Joan Mitchell Foundation
1980, 1988, 1998, 2006 The New Jersey State Council on the Arts
Selected Public Collections
Boston Museum of Fine Art, Boston, MA
Brooklyn Museum, Brooklyn, NY
Hirschorn Museum, Washington, DC
Hood Art Museum, Dartmouth College, Hanover, NH
Library of Congress, Washington, DC
The Metropolitan Museum, New York, NY
The Museum of the City of New York
The Museum of Contemporary Art, Nagoaka, Japan
The Museum of Modern Art, New York, NY
National Academy of Design, New York, NY
New York Historical Society, New York, NY
New York Public Library, New York, NY
San Francisco Museum of Modern Art, San Francisco, CA
Smithsonian American Art Museum, Washington, DC
Whitney Museum of American Art, New York, NY
Condition: Good
Read less"
0066d896e7254436a1d62402a78ebc59,The Tower,Robert A. Birmelin,20th Century,https://www.artsy.net/artwork/robert-a-birmelin-the-tower,US$600,"Born in Newark, New Jersey, Robert Birmelin became a professor of fine arts at Queens College in New York, and is known for paintings that magnify through texture the realism of nature.
He earned his BA in 1956 and his MFA in 1960 from Yale School of Art and Architecture and also studied at Cooper Union and the Skowhegan School of Painting and Sculpture. In 1960, he earned a Fulbright Scholarship, which took him to the Slade School of Art in London.
His work has been acquired by 40 public collections including New York’s Metropolitan Museum of Art and The Museum of Modern Art and Washington’s Hirshorn Museum. Among the various art magazines and journals where articles on Mr. Birmelin’s work have appeared are Art In America, American Artists, and Art Forum. Additionally, he has received numerous grants and awards from such organisations as The American Academy in Rome, The National Endowment for the Arts, The American Institute of Arts and Letters, and the Joan Mitchell Foundation.
From the 1970s to the mid-1990s, Mr. Birmelin found his principal inspiration in the streets of New York where he was fascinated by the energy and diversity of city life. His large paintings evoke movement, using focus and depth manipulations to suggest a close spatial and psychological relationship between the viewer and the world Birmelin has depicted. Hands often play an important role in these works, as exemplified by “The Twenty Dollars Bill.”
From 1993 to 2000, he became absorbed by memory, its unreliability and contradictions. These paintings are of states of mind, structured as a series of “reversible compositions,” which initially present a credible depiction of a place, and then after a moment, reveal insoluble contradictions created by contrasting opposing images of equal visual weight.
A new series of images of the life of the urban crowd was begun in 2001 and continues to the present. Many of these paintings have a sweeping sense of the choreography of masses of people in motion and reflect the tensions of contemporary urban reality.
Selected Grants and Scholarships
1960-61 U.S. Government Grant (Fulbright) for study in the United Kingdom
1961-64 The American Academy in Rome
1955 National Institute of Arts and Letters
1973 Louis Comfort Tiffany Foundation
1976, 1982, 1990 National Endowment for the Arts
2005 The Joan Mitchell Foundation
1980, 1988, 1998, 2006 The New Jersey State Council on the Arts
Selected Public Collections
Boston Museum of Fine Art, Boston, MA
Brooklyn Museum, Brooklyn, NY
Hirschorn Museum, Washington, DC
Hood Art Museum, Dartmouth College, Hanover, NH
Library of Congress, Washington, DC
The Metropolitan Museum, New York, NY
The Museum of the City of New York
The Museum of Contemporary Art, Nagoaka, Japan
The Museum of Modern Art, New York, NY
National Academy of Design, New York, NY
New York Historical Society, New York, NY
New York Public Library, New York, NY
San Francisco Museum of Modern Art, San Francisco, CA
Smithsonian American Art Museum, Washington, DC
Whitney Museum of American Art, New York, NY
Condition: Good
Read less"
4953adf9b27a4e12b13570c0b763fc20,"Sleepy and His Daughter, South Valley, NM,",Frank A. Blazquez,2018,https://www.artsy.net/artwork/frank-a-blazquez-sleepy-and-his-daughter-south-valley-nm,On loan,
73dd7be2aa1449c49d891627f8eb0381,"The Gallegos Twins from Belen, NM",Frank A. Blazquez,2019,https://www.artsy.net/artwork/frank-a-blazquez-the-gallegos-twins-from-belen-nm,On loan,
ccab1d30e3a9421091e809f3e363aebc,Work for a Living World,Rebecca A. Carlton,2021,https://www.artsy.net/artwork/rebecca-a-carlton-work-for-a-living-world,On loan,
1eb8c14a891e445d945fd9a7c533f0c9,Morning Couple,Karen A. Carson,1978,https://www.artsy.net/artwork/karen-a-carson-morning-couple,US$100,
d600e955668446c8ad34eacfb8bec63f,Daily Doubles,Karen A. Carson,1978,https://www.artsy.net/artwork/karen-a-carson-daily-doubles,US$75,
ff39c1cd632d4033a15fdb6c0267f072,Ad Amethysto,A Common Name (Paige Smith),2014,https://www.artsy.net/artwork/a-common-name-paige-smith-ad-amethysto,"US$1,200",
dc221ed275f34c12b46ec900bd182f42,Obsidian Geode,A Common Name (Paige Smith),2015,https://www.artsy.net/artwork/a-common-name-paige-smith-obsidian-geode,"US$1,000",
41de81302bf849bf899b419d6770ec1a,Long-Term Agate,A Common Name (Paige Smith),2015,https://www.artsy.net/artwork/a-common-name-paige-smith-long-term-agate,"US$2,000","Paige Smith AKA A Common Name, is a multi-disciplinary artist and designer who is most notable for creating “Urban Geode,” a street art series of sculptures that resemble geodes, made entirely of paper and resin casts. This sculpture exemplifies her street art project which has been installed internationally. Smith explains, ""These installations are like hidden gems sprinkled across the world that invite us to actually look, to be playful and discover and to participate in a glorious and global treasure hunt.""
Read less"
2a8ad9d9593e4a988fe1ac90337056d1,The Box Geode,A Common Name (Paige Smith),2012,https://www.artsy.net/artwork/a-common-name-paige-smith-the-box-geode,,"Paige Smith draws the inspiration in her work from naturally occurring geodes formations. Smith fabricates this process out of manmade materials, playing with the concepts of the natural and the man-made. She is known for creating her “urban geodes” either out of hand cut and folded paper or individually cast resin and configures them to seamlessly fit into public and private spaces that inspire her. The Box Geode was originally installed for the month of June 2012 at The Standard, Hollywood hotel and has since appeared in the 2015 campaign “Ladies First Since 1916” for Taylor Swift x Keds.
Read less"
72bc4940bccf4d0f86ec79dce37f5c74,Many Many Gamma Rays Later,A Common Name (Paige Smith),2015,https://www.artsy.net/artwork/a-common-name-paige-smith-many-many-gamma-rays-later,Sold,
53924f89cde34cd3807904d22b81e168,SOLITARY #02,A Common Name (Paige Smith),2014,https://www.artsy.net/artwork/a-common-name-paige-smith-solitary-number-02,,"Work ships from Los Angeles.
In her street work, Paige Smith draws inspiration from quiet, modest, tucked away spaces: the cracks in between bricks, the grating of a drain, the inside of a pipe and interior of a derelict phone booth. She creates her “urban geodes” either out of hand cut and folded die-cut paper or individually cast resin and configures them to seamlessly fit into spaces that inspire her—like a spirited mastermind cracking the code of a puzzle. Smith’s installations are like hidden gems sprinkled across the world that invite us to actually look, to be playful and discover and to participate in a glorious and global treasure hunt. Geodes are formations made and found in nature and the fact that Smith fabricates this process out of manmade materials and places them in major cities concurrently signals the tension between nature and industry and celebrates the beauty of urban space. Her work is infused with a magical realism that encourages us to pause, to discover, to be present and to find beauty in the mundane.
—Courtesy of Lizy Dastin
Read less"
b68927028a754d9a855abaca76e39d5e,Ad Apatitet,A Common Name (Paige Smith),2014,https://www.artsy.net/artwork/a-common-name-paige-smith-ad-apatitet,Sold,
9830107fa2d5440fa7b8e27f8855b2a4,Amolap Block #001.08,A Common Name (Paige Smith),2018,https://www.artsy.net/artwork/a-common-name-paige-smith-amolap-block-number-001-dot-08,Sold,
7788dd6f21384a46a747a6b85d79816c,A Mere Few Years,A Common Name (Paige Smith),2015,https://www.artsy.net/artwork/a-common-name-paige-smith-a-mere-few-years,"US$2,000","Paige Smith AKA A Common Name, is a multi-disciplinary artist and designer who is most notable for creating “Urban Geode,” a street art series of sculptures that resemble geodes, made entirely of paper and resin casts. This sculpture exemplifies her street art project which has been installed internationally. Smith explains, ""These installations are like hidden gems sprinkled across the world that invite us to actually look, to be playful and discover and to participate in a glorious and global treasure hunt.""
Read less"
0809efea73504afcbcb1565f54e5553f,Ut Tenebras,A Common Name (Paige Smith),2014,https://www.artsy.net/artwork/a-common-name-paige-smith-ut-tenebras,"US$1,800","Paige Smith AKA A Common Name, is a multi-disciplinary artist and designer who is most notable for creating “Urban Geode,” a street art series of sculptures that resemble geodes, made entirely of paper and resin casts. This sculpture exemplifies her street art project which has been installed internationally. Smith explains, ""These installations are like hidden gems sprinkled across the world that invite us to actually look, to be playful and discover and to participate in a glorious and global treasure hunt.""
Read less"
12444998b364430485fab5155f80a819,Cross Section from The Box,A Common Name (Paige Smith),2012,https://www.artsy.net/artwork/a-common-name-paige-smith-cross-section-from-the-box,"US$3,500",
7a562b2d7df24583bc3e4485870a0936,Blowin’ Up!,A Common Name (Paige Smith),2020,https://www.artsy.net/artwork/a-common-name-paige-smith-blowin-up,Sold,
b496594f6e27491ca42c9348405d0c03,One Hundred Eighty Thousand Years,A Common Name (Paige Smith),2015,https://www.artsy.net/artwork/a-common-name-paige-smith-one-hundred-eighty-thousand-years-1,Sold,
0788f4b01c2c44078e563954e6eb68af,One Hundred Eighty Thousand Years,A Common Name (Paige Smith),2015,https://www.artsy.net/artwork/a-common-name-paige-smith-one-hundred-eighty-thousand-years-2,Sold,
4fffa1be0fd64cd39f38b7fc4a635e80,One Thousand Three Hundred Forty-Four Years Ago,A Common Name (Paige Smith),2015,https://www.artsy.net/artwork/a-common-name-paige-smith-one-thousand-three-hundred-forty-four-years-ago,Sold,
cb6475eb0bdf47518d98d10967109238,Ex Levitate,A Common Name (Paige Smith),2014,https://www.artsy.net/artwork/a-common-name-paige-smith-ex-levitate,Sold,
2f0ad5906ac043ababeba65a7936aba0,Via Massive Amounts of Minutes,A Common Name (Paige Smith),2015,https://www.artsy.net/artwork/a-common-name-paige-smith-via-massive-amounts-of-minutes,"US$2,000","Paige Smith AKA A Common Name, is a multi-disciplinary artist and designer who is most notable for creating “Urban Geode,” a street art series of sculptures that resemble geodes, made entirely of paper and resin casts. This sculpture exemplifies her street art project which has been installed internationally. Smith explains, ""These installations are like hidden gems sprinkled across the world that invite us to actually look, to be playful and discover and to participate in a glorious and global treasure hunt.""
Read less"
b31a0f4f3fd94b098f22597d169f87af,Synthesized Via Massive Stars,A Common Name (Paige Smith),2015,https://www.artsy.net/artwork/a-common-name-paige-smith-synthesized-via-massive-stars,"US$2,000","Paige Smith AKA A Common Name, is a multi-disciplinary artist and designer who is most notable for creating “Urban Geode,” a street art series of sculptures that resemble geodes, made entirely of paper and resin casts. This sculpture exemplifies her street art project which has been installed internationally. Smith explains, ""These installations are like hidden gems sprinkled across the world that invite us to actually look, to be playful and discover and to participate in a glorious and global treasure hunt.""
Read less"
322e1cecdd914a82a6de09b6bd02f789,Amolap Block #001.25,A Common Name (Paige Smith),2018,https://www.artsy.net/artwork/a-common-name-paige-smith-amolap-block-number-001-dot-25,US$250,
3f46ec0c40aa48b4b85e96b5b72c7c7c,1400x Magnification,A Common Name (Paige Smith),2015,https://www.artsy.net/artwork/a-common-name-paige-smith-1400x-magnification,Sold,
49aa59690b3f49159e55ee6b66f06776,Larimar Geode,A Common Name (Paige Smith),2015,https://www.artsy.net/artwork/a-common-name-paige-smith-larimar-geode,Sold,
e031ed5557bf40da82fd05848f57c462,Four Decade Result,A Common Name (Paige Smith),2015,https://www.artsy.net/artwork/a-common-name-paige-smith-four-decade-result,Sold,
07f533eca2ba4d91aca4a945b993cd82,One Point Two Eight Light Years Away,A Common Name (Paige Smith),2015,https://www.artsy.net/artwork/a-common-name-paige-smith-one-point-two-eight-light-years-away,Sold,
dffb1aaa5f8443c198809e2913d0d7c9,Amolap Block #001.23,A Common Name (Paige Smith),2018,https://www.artsy.net/artwork/a-common-name-paige-smith-amolap-block-number-001-dot-23,Sold,
00fcf037e6614700bbb7f84b70ff2862,Like an eel in a haystack,A Constructed World,2017,https://www.artsy.net/artwork/a-constructed-world-like-an-eel-in-a-haystack,Contact for price,
8f9131be1e314b5091bfcff16abb9568,Hydro-power turbine eel massacre,A Constructed World,2021,https://www.artsy.net/artwork/a-constructed-world-hydro-power-turbine-eel-massacre,Contact for price,
7ae12101fef9423e939478d221b1bced,Ass Assembly Ken Done Style,A Constructed World,2021,https://www.artsy.net/artwork/a-constructed-world-ass-assembly-ken-done-style,Contact for price,
59e236ade1614884b99bbffe4eee2be8,Reverse Devil,A Constructed World,2021,https://www.artsy.net/artwork/a-constructed-world-reverse-devil,Sold,
f9ea22e9a507456ab8e6fbbf69ebf40b,Joyous piss and shit,A Constructed World,2020,https://www.artsy.net/artwork/a-constructed-world-joyous-piss-and-shit,Contact for price,
241053cae2cc43a89e32ec489fa06486,Fragment:01 (Live Eels),A constructed world with Stephanie Lin,2019,https://www.artsy.net/artwork/a-constructed-world-with-stephanie-lin-fragment-01-live-eels,On loan,
f37342641e9245b09628d7b05d63a1be,A canne and colored murrine vase,A.Ve.M.,1960,https://www.artsy.net/artwork/anzolo-fuga-a-canne-and-colored-murrine-vase,,
13c030b934a2483b9fcf0b4db20b3539,A vase with polychrome reactions and silver leaf,A.Ve.M.,1952,https://www.artsy.net/artwork/giulio-radi-a-vase-with-polychrome-reactions-and-silver-leaf-1,,
14241bf33e05412eb8ca3281b05ae5c5,A canne verticali lattimo and colored vase,A.Ve.M.,1955,https://www.artsy.net/artwork/anzolo-fuga-a-canne-verticali-lattimo-and-colored-vase,,
3c2d09dfb3044f38bed7f287288e064c,"Anse Volante vase, Murano, Italy",A.Ve.M.,1950s,https://www.artsy.net/artwork/giorgio-ferro-anse-volante-vase-murano-italy,,
c0d4d436ef784b6faa08c05006742070,A vase with polychrome reactions spiral band and silver leaf,A.Ve.M.,circa 1950,https://www.artsy.net/artwork/a-dot-ve-dot-m-a-vase-with-polychrome-reactions-spiral-band-and-silver-leaf,,
3d03e2d73ae64a408fcfa40aca4ceb66,A vase with polychrome reactions and silver leaf,A.Ve.M.,1952,https://www.artsy.net/artwork/giulio-radi-a-vase-with-polychrome-reactions-and-silver-leaf,,
37b31cdeda0842009c1242672d645d1b,A vase with polychrome reactions with murrine with concentric rings and silver leaf,A.Ve.M.,A vase with polychrome reactions with murrine with concentric rings and silver leaf,https://www.artsy.net/artwork/giulio-radi-a-vase-with-polychrome-reactions-with-murrine-with-concentric-rings-and-silver-leaf,,
906da07077524962ad5b79571dbf37f0,"Oriente vase (no. 3122), Olaf, Murano, Italy",A.Ve.M.,1952-61,https://www.artsy.net/artwork/attributed-to-dino-martens-oriente-vase-no-3122-olaf-murano-italy,,
a8f04714c3504bfdbbc521943c5cf920,Roman fond / Screw,A dou,2016,https://www.artsy.net/artwork/a-dou-roman-fond-slash-screw,"US$3,522",
709e41c013504720949fc6c1597ccfe4,Viking / Sea Route,A dou,2016,https://www.artsy.net/artwork/a-dou-viking-slash-sea-route,"US$3,522",
6bc70bb2ec8a4533a6f191a1038c147b,Tide,A dou,2016,https://www.artsy.net/artwork/a-dou-tide,"US$3,522",
031404cf41a64887964baed4d3908ad1,Stroll,A Ge,2012,https://www.artsy.net/artwork/a-ge-stroll,"£2,485",
47ea4e086e724b2094babfe8d2927c25,"‘Sleep of the Pierrot’, a cold-painted bronze and ivory figure",A. Gilbert,c.1920,https://www.artsy.net/artwork/a-gilbert-sleep-of-the-pierrot-a-cold-painted-bronze-and-ivory-figure,,
f105020a6f2040409949f0cc36fffd53,Sunkissed Smoke Trees,Paul A. Grimm,1969,https://www.artsy.net/artwork/paul-a-grimm-sunkissed-smoke-trees,"US$4,295","Paul Grimm Authentic and Original Oil Painting on Canvas, measuring approximately 20"" x 30"", with the framed dimensions 28"" x 38"", listed with SUBMIT BEST OFFER Option
Accepting Offers Now: The item up for sale is a very rare and large Original Oil painting by Paul Grimm. It is a stunning rendition, which showcases Grimm's genius use of brilliant color, delicate texture and intricate detail. Furthermore, of all the stunning masterpieces he has created, often his most desired artworks are elaborate portraits of the western United States. Like the one we have listed here, titled ""Sunkissed Smoke Trees"", which is absolutely one of the nicest original works by Grimm we have offered for sale. Also, it looks absolutely spectacular in person with its original gold leafed wood frame, selected by Grimm as the perfect compliment. Yet we are listing it for sale here for an unbeatable value, and with the Submit Best Offer option. So name your price today as you do not want to miss out on this item before it is sold. It will not be around long as the first person to meet our bottom line shall be the new owner. That lucky person could be you.
Paul A. Grimm (1891- 1974): A prolific painter who was highly acclaimed for his colorful landscapes. At the age of 18 Grimm won a scholarship to study at the Dusseldorf Royal Academy in Germany. After he left the prestigious institution, Grimm moved back to the United States and settled in Hollywood where he would paint movie backdrops for several years. He would spend the rest of his life as a resident in California, keeping a studio in Palm Springs where Dwight D. Eisenhower often used to visit his friend. Today an throughout his career, Grimm's works have been published in many esteemed art publications and exhibited in museums across the country for the enjoyment of collectors and critics.
Submit Best Offer, All OFFERS Considered.
Paul Grimm's artworks have sold for very high prices at major Galleries and Auctions around the world. However we are presenting this opportunity for you to own an incredible work by this famous artist for a much better deal than those retail outlets command. The artwork listed is a Beautiful and Authentic, Oil Painting on Canvas titled, ""Sunkissed Smoke Tree"" that is saturated with vibrant color and detail. Once again, this HAND SIGNED artwork, also signed, titled and dated by Grimm on the verso, is guaranteed authentic, comes with a Letter of Authenticity and has remained in excellent condition since it was completed in 1969. However, we have listed it here with the Submit Best Offer Option and therefore it is likely to sell quickly. Paul Grimm's artworks are part of many renowned public and private collections and now you can add this authentic piece to yours as the painting will be professionally packaged to ship securely domestically or Internationally. Thus please contact us if you have any further questions and DO NOT FORGET TO SUBMIT YOUR OFFER.
**Every item comes with free custom framing. We have wood frames with gold, silver, black, or brown finishes to offer you. Please note that in order to preserve the quality of the artwork and condition of the frame, most items are framed at the time of purchase. Due to issues within the supply chain and delays with framing products availability, the frame you see pictured might not be currently available. If we do not hear from you regarding your framing options we will do our best to frame it in a similar style and color.
Read less"
6ca9b5b245724452b6f52e9c781f2e02,San Jacinto,Paul A. Grimm,20th Century,https://www.artsy.net/artwork/paul-a-grimm-san-jacinto,Sold,"It is a Beautiful and Authentic, Oil Painting on Canvas titled, ""San Jacinto"" that is saturated with vibrant color and detail. The artwork is of impressive craftsmanship and size, measuring approximately 20"" x 30"", and 28"" x 38"" with the custom frame. This artwork is HAND SIGNED, *also signed and titled on the verso), is guaranteed authentic, comes with a Letter of Authenticity and has remained in excellent condition since it was completed. Paul Grimm's artworks are part of many renowned public and private collections and now you can add this authentic piece to yours as the painting will be professionally packaged to ship securely domestically or Internationally. Therefore please contact us if you have any further questions and DO NOT FORGET TO SUBMIT YOUR OFFER.
Every item comes with free custom framing. We have wood frames with gold, silver, black, or brown finishes to offer you. Please note that in order to preserve the quality of the artwork and condition of the frame, most items are framed at the time of purchase. Due to issues within the supply chain and delays with framing products availability, the frame you see pictured might not be currently available. If we do not hear from you regarding your framing options we will do our best to frame it in a similar style and color.
Read less"
